prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
Nova Scotia,Nouvelle-Écosse,2020-04-18,16,2020,1.0,650,228,63.74,7,5,0.69,22.36,0.49,405,7,39.72,0.69,32.59,3.20,0.73,0.07
Prince Edward Island,Île-du-Prince-Édouard,2020-04-18,16,2020,1.0,26,2,15.23,0,0,0.0,1.17,0.00,4,0,2.34,0,0.27,0.16,0.00,0.00
Yukon,Yukon,2020-04-18,16,2020,1.0,10,2,22.84,0,0,0.0,4.57,0.00,4,0,9.13,0,0.24,0.54,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-04-18,16,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,1,0,2.19,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-04-18,16,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-04-18,16,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-04-18,16,2020,,35193,11659,90.4,2124,1003,5.46,29.95,2.58,20251,1697,52.02,4.36,1665.57,4.28,143.29,0.37
British Columbia,Colombie-Britannique,2020-04-25,17,2020,1.0,1948,330,36.62,100,22,1.88,6.20,0.41,503,42,9.46,0.79,47.14,0.89,3.14,0.06
Alberta,Alberta,2020-04-25,17,2020,1.0,4231,1736,93.13,84,27,1.85,38.21,0.59,2678,39,58.95,0.86,248.00,5.46,3.86,0.08
Saskatchewan,Saskatchewan,2020-04-25,17,2020,1.0,349,36,29.21,4,0,0.33,3.01,0.00,60,0,5.02,0,5.14,0.43,0.00,0.00
Manitoba,Manitoba,2020-04-25,17,2020,1.0,267,14,18.95,6,1,0.43,0.99,0.07,25,2,1.77,0.14,2.00,0.14,0.14,0.01
Ontario,Ontario,2020-04-25,17,2020,1.0,15823,3649,104.72,1253,463,8.29,24.15,3.06,7906,828,52.32,5.48,521.29,3.45,66.14,0.44
Quebec,Québec,2020-04-25,17,2020,1.0,22279,5017,256.21,1929,749,22.18,57.70,8.61,11016,1348,126.68,15.5,716.71,8.24,107.00,1.23
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-25,17,2020,1.0,257,1,48.86,3,0,0.57,0.19,0.00,16,1,3.04,0.19,0.14,0.03,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-04-25,17,2020,1.0,118,0,14.53,0,0,0.0,0.00,0.00,6,0,0.74,0,0.00,0.00,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-04-25,17,2020,1.0,849,198,83.26,20,12,1.96,19.42,1.18,426,17,41.78,1.67,28.35,2.78,1.78,0.17
Prince Edward Island,Île-du-Prince-Édouard,2020-04-25,17,2020,1.0,27,1,15.82,0,0,0.0,0.59,0.00,3,0,1.76,0,0.14,0.08,0.00,0.00
Yukon,Yukon,2020-04-25,17,2020,1.0,11,1,25.12,0,0,0.0,2.28,0.00,3,0,6.85,0,0.19,0.43,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-04-25,17,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-04-25,17,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-04-25,17,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-04-25,17,2020,,46177,10983,118.62,3399,1274,8.73,28.21,3.27,22642,2277,58.16,5.85,1569.00,4.03,182.00,0.47
British Columbia,Colombie-Britannique,2020-05-02,18,2020,1.0,2171,223,40.81,114,14,2.14,4.19,0.26,553,36,10.4,0.68,31.86,0.60,2.00,0.04
Alberta,Alberta,2020-05-02,18,2020,1.0,5567,1336,122.54,104,20,2.29,29.41,0.44,3072,47,67.62,1.03,190.86,4.20,2.86,0.06
Saskatchewan,Saskatchewan,2020-05-02,18,2020,1.0,421,72,35.24,6,2,0.5,6.03,0.17,108,2,9.04,0.17,10.29,0.86,0.29,0.02
Manitoba,Manitoba,2020-05-02,18,2020,1.0,280,13,19.87,6,0,0.43,0.92,0.00,27,1,1.92,0.07,1.86,0.13,0.00,0.00
Ontario,Ontario,2020-05-02,18,2020,1.0,18724,2901,123.92,1676,423,11.09,19.20,2.80,6550,886,43.35,5.86,414.43,2.74,60.43,0.40
Quebec,Québec,2020-05-02,18,2020,1.0,27644,5365,317.91,2767,838,31.82,61.70,9.64,10382,1587,119.39,18.25,766.43,8.81,119.71,1.38
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-02,18,2020,1.0,259,2,49.24,3,0,0.57,0.38,0.00,3,0,0.57,0,0.29,0.05,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-05-02,18,2020,1.0,118,0,14.53,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-05-02,18,2020,1.0,961,112,94.24,34,14,3.33,10.98,1.37,310,26,30.4,2.55,15.98,1.57,2.04,0.20
Prince Edward Island,Île-du-Prince-Édouard,2020-05-02,18,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,1,0,0.59,0,0.06,0.04,0.00,0.00
Yukon,Yukon,2020-05-02,18,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,1,0,2.28,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-05-02,18,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-05-02,18,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-05-02,18,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-05-02,18,2020,,56201,10024,144.36,4710,1311,12.1,25.75,3.37,21007,2585,53.96,6.64,1432.00,3.68,187.29,0.48
British Columbia,Colombie-Britannique,2020-05-09,19,2020,1.0,2330,159,43.8,129,15,2.43,2.99,0.28,382,29,7.18,0.55,22.71,0.43,2.14,0.04
Alberta,Alberta,2020-05-09,19,2020,1.0,6092,525,134.09,117,13,2.58,11.56,0.29,1861,33,40.96,0.73,75.00,1.65,1.86,0.04
Saskatchewan,Saskatchewan,2020-05-09,19,2020,1.0,553,132,46.28,6,0,0.5,11.05,0.00,204,2,17.07,0.17,18.86,1.58,0.00,0.00
Manitoba,Manitoba,2020-05-09,19,2020,1.0,284,4,20.15,7,1,0.5,0.28,0.07,17,1,1.21,0.07,0.57,0.04,0.14,0.01
Ontario,Ontario,2020-05-09,19,2020,1.0,21081,2357,139.52,1997,321,13.22,15.60,2.12,5258,744,34.8,4.92,336.71,2.23,45.86,0.30
Quebec,Québec,2020-05-09,19,2020,1.0,32751,5107,376.64,3424,657,39.38,58.73,7.56,10472,1495,120.43,17.19,729.57,8.39,93.86,1.08
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-09,19,2020,1.0,260,1,49.43,3,0,0.57,0.19,0.00,3,0,0.57,0,0.14,0.03,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-05-09,19,2020,1.0,120,2,14.78,0,0,0.0,0.25,0.00,2,0,0.25,0,0.29,0.04,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-05-09,19,2020,1.0,1009,49,98.95,45,11,4.41,4.81,1.08,161,25,15.79,2.45,6.94,0.68,1.59,0.16
Prince Edward Island,Île-du-Prince-Édouard,2020-05-09,19,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2020-05-09,19,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-05-09,19,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-05-09,19,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-05-09,19,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-05-09,19,2020,,64536,8336,165.77,5728,1018,14.71,21.41,2.61,18360,2329,47.16,5.98,1190.86,3.06,145.43,0.37
British Columbia,Colombie-Britannique,2020-05-16,20,2020,1.0,2428,98,45.64,141,12,2.65,1.84,0.23,257,27,4.83,0.51,14.00,0.26,1.71,0.03
Alberta,Alberta,2020-05-16,20,2020,1.0,6530,438,143.73,128,11,2.82,9.64,0.24,963,24,21.2,0.53,62.57,1.38,1.57,0.03
Saskatchewan,Saskatchewan,2020-05-16,20,2020,1.0,591,38,49.46,6,0,0.5,3.18,0.00,170,0,14.23,0,5.43,0.45,0.00,0.00
Manitoba,Manitoba,2020-05-16,20,2020,1.0,289,5,20.51,7,0,0.5,0.35,0.00,9,1,0.64,0.07,0.71,0.05,0.00,0.00
Ontario,Ontario,2020-05-16,20,2020,1.0,23305,2224,154.24,2226,229,14.73,14.72,1.52,4581,550,30.32,3.64,317.71,2.10,32.71,0.22
Quebec,Québec,2020-05-16,20,2020,1.0,37435,4684,430.5,3963,539,45.57,53.87,6.20,9791,1196,112.6,13.75,669.14,7.70,77.00,0.89
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-16,20,2020,1.0,260,0,49.43,3,0,0.57,0.00,0.00,1,0,0.19,0,0.00,0.00,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-05-16,20,2020,1.0,120,0,14.78,0,0,0.0,0.00,0.00,2,0,0.25,0,0.00,0.00,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-05-16,20,2020,1.0,1036,27,101.6,53,8,5.2,2.65,0.78,76,19,7.45,1.86,3.84,0.38,1.12,0.11
Prince Edward Island,Île-du-Prince-Édouard,2020-05-16,20,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2020-05-16,20,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-05-16,20,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-05-16,20,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-05-16,20,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-05-16,20,2020,,72050,7514,185.08,6527,799,16.77,19.30,2.05,15850,1817,40.71,4.67,1073.43,2.76,114.14,0.29
British Columbia,Colombie-Britannique,2020-05-23,21,2020,1.0,2517,89,47.32,157,16,2.95,1.67,0.30,187,28,3.52,0.53,12.71,0.24,2.29,0.04
Alberta,Alberta,2020-05-23,21,2020,1.0,6773,243,149.08,139,11,3.06,5.35,0.24,681,22,14.99,0.48,34.71,0.76,1.57,0.03
Saskatchewan,Saskatchewan,2020-05-23,21,2020,1.0,630,39,52.73,7,1,0.59,3.26,0.08,77,1,6.44,0.08,5.57,0.47,0.14,0.01
Manitoba,Manitoba,2020-05-23,21,2020,1.0,292,3,20.72,7,0,0.5,0.21,0.00,8,0,0.57,0,0.43,0.03,0.00,0.00
Ontario,Ontario,2020-05-23,21,2020,1.0,25926,2621,171.59,2394,168,15.84,17.35,1.11,4845,397,32.07,2.63,374.43,2.48,24.00,0.16
Quebec,Québec,2020-05-23,21,2020,1.0,41559,4124,477.93,4388,425,50.46,47.43,4.89,8808,964,101.29,11.09,589.14,6.78,60.71,0.70
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-23,21,2020,1.0,260,0,49.43,3,0,0.57,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-05-23,21,2020,1.0,121,1,14.9,0,0,0.0,0.12,0.00,1,0,0.12,0,0.14,0.02,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-05-23,21,2020,1.0,1049,13,102.87,57,4,5.59,1.27,0.39,40,12,3.92,1.18,1.80,0.18,0.59,0.06
Prince Edward Island,Île-du-Prince-Édouard,2020-05-23,21,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2020-05-23,21,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-05-23,21,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-05-23,21,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-05-23,21,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-05-23,21,2020,,79183,7133,203.4,7152,625,18.37,18.32,1.61,14647,1424,37.62,3.66,1019.00,2.62,89.29,0.23
British Columbia,Colombie-Britannique,2020-05-30,22,2020,1.0,2573,56,48.37,164,7,3.08,1.05,0.13,145,23,2.73,0.43,8.00,0.15,1.00,0.02
Alberta,Alberta,2020-05-30,22,2020,1.0,6939,166,152.74,144,5,3.17,3.65,0.11,409,16,9,0.35,23.71,0.52,0.71,0.02
Saskatchewan,Saskatchewan,2020-05-30,22,2020,1.0,645,15,53.98,10,3,0.84,1.26,0.25,54,4,4.52,0.33,2.14,0.18,0.43,0.04
Manitoba,Manitoba,2020-05-30,22,2020,1.0,294,2,20.86,7,0,0.5,0.14,0.00,5,0,0.35,0,0.29,0.02,0.00,0.00
Ontario,Ontario,2020-05-30,22,2020,1.0,28538,2612,188.88,2577,183,17.06,17.29,1.21,5233,351,34.63,2.32,373.14,2.47,26.14,0.17
Quebec,Québec,2020-05-30,22,2020,1.0,44400,2841,510.6,4793,405,55.12,32.67,4.66,6965,830,80.1,9.54,405.86,4.67,57.86,0.67
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-30,22,2020,1.0,261,1,49.62,3,0,0.57,0.19,0.00,1,0,0.19,0,0.14,0.03,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-05-30,22,2020,1.0,129,8,15.89,0,0,0.0,0.99,0.00,9,0,1.11,0,1.14,0.14,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-05-30,22,2020,1.0,1055,7,103.46,59,2,5.79,0.69,0.20,20,6,1.96,0.59,0.94,0.09,0.33,0.03
Prince Edward Island,Île-du-Prince-Édouard,2020-05-30,22,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2020-05-30,22,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-05-30,22,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-05-30,22,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-05-30,22,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-05-30,22,2020,,84890,5708,218.06,7757,605,19.93,14.66,1.55,12841,1230,32.98,3.16,815.43,2.09,86.43,0.22
British Columbia,Colombie-Britannique,2020-06-06,23,2020,1.0,2632,59,49.48,167,3,3.14,1.11,0.06,115,10,2.16,0.19,8.43,0.16,0.43,0.01
Alberta,Alberta,2020-06-06,23,2020,1.0,7110,171,156.5,150,6,3.3,3.76,0.13,337,11,7.42,0.24,24.43,0.54,0.86,0.02
Saskatchewan,Saskatchewan,2020-06-06,23,2020,1.0,650,5,54.4,11,1,0.92,0.42,0.08,20,4,1.67,0.33,0.71,0.06,0.14,0.01
Manitoba,Manitoba,2020-06-06,23,2020,1.0,300,6,21.29,7,0,0.5,0.43,0.00,8,0,0.57,0,0.86,0.06,0.00,0.00
Ontario,Ontario,2020-06-06,23,2020,1.0,30840,2302,204.11,2669,92,17.66,15.24,0.61,4914,275,32.52,1.82,328.86,2.18,13.14,0.09
Quebec,Québec,2020-06-06,23,2020,1.0,46048,1648,529.55,5006,213,57.57,18.95,2.45,4489,618,51.62,7.11,235.43,2.71,30.43,0.35
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-06,23,2020,1.0,261,0,49.62,3,0,0.57,0.00,0.00,1,0,0.19,0,0.00,0.00,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-06-06,23,2020,1.0,136,7,16.75,1,1,0.12,0.86,0.12,15,1,1.85,0.12,1.00,0.12,0.14,0.02
Nova Scotia,Nouvelle-Écosse,2020-06-06,23,2020,1.0,1058,3,103.75,61,1,5.98,0.29,0.10,10,3,0.98,0.29,0.45,0.04,0.18,0.02
Prince Edward Island,Île-du-Prince-Édouard,2020-06-06,23,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2020-06-06,23,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-06-06,23,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-06-06,23,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-06-06,23,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-06-06,23,2020,,89091,4201,228.85,8075,317,20.74,10.79,0.81,9909,922,25.45,2.37,600.14,1.54,45.29,0.12
British Columbia,Colombie-Britannique,2020-06-13,24,2020,1.0,2709,77,50.93,168,1,3.16,1.45,0.02,136,4,2.56,0.08,11.00,0.21,0.14,0.00
Alberta,Alberta,2020-06-13,24,2020,1.0,7358,248,161.96,151,1,3.32,5.46,0.02,419,7,9.22,0.15,35.43,0.78,0.14,0.00
Saskatchewan,Saskatchewan,2020-06-13,24,2020,1.0,664,14,55.57,13,2,1.09,1.17,0.17,19,3,1.59,0.25,2.00,0.17,0.29,0.02
Manitoba,Manitoba,2020-06-13,24,2020,1.0,303,3,21.5,7,0,0.5,0.21,0.00,9,0,0.64,0,0.43,0.03,0.00,0.00
Ontario,Ontario,2020-06-13,24,2020,1.0,32312,1472,213.85,2727,58,18.05,9.74,0.38,3774,150,24.98,0.99,210.29,1.39,8.29,0.05
Quebec,Québec,2020-06-13,24,2020,1.0,47047,999,541.04,5116,110,58.83,11.49,1.26,2647,323,30.44,3.71,142.71,1.64,15.71,0.18
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-13,24,2020,1.0,261,0,49.62,3,0,0.57,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-06-13,24,2020,1.0,157,21,19.33,2,1,0.25,2.59,0.12,28,2,3.45,0.25,3.00,0.37,0.14,0.02
Nova Scotia,Nouvelle-Écosse,2020-06-13,24,2020,1.0,1060,2,103.95,62,1,6.08,0.20,0.10,5,2,0.49,0.2,0.29,0.03,0.14,0.01
Prince Edward Island,Île-du-Prince-Édouard,2020-06-13,24,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2020-06-13,24,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-06-13,24,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-06-13,24,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-06-13,24,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-06-13,24,2020,,91927,2836,236.13,8249,174,21.19,7.28,0.45,7037,491,18.08,1.26,405.14,1.04,24.86,0.06
British Columbia,Colombie-Britannique,2020-06-20,25,2020,1.0,2790,81,52.45,168,0,3.16,1.52,0.00,158,1,2.97,0.02,11.57,0.22,0.00,0.00
Alberta,Alberta,2020-06-20,25,2020,1.0,7661,303,168.63,152,1,3.35,6.67,0.02,551,2,12.13,0.04,43.29,0.95,0.14,0.00
Saskatchewan,Saskatchewan,2020-06-20,25,2020,1.0,726,62,60.76,13,0,1.09,5.19,0.00,76,2,6.36,0.17,8.86,0.74,0.00,0.00
Manitoba,Manitoba,2020-06-20,25,2020,1.0,313,10,22.21,7,0,0.5,0.71,0.00,13,0,0.92,0,1.43,0.10,0.00,0.00
Ontario,Ontario,2020-06-20,25,2020,1.0,33538,1226,221.97,2765,38,18.3,8.11,0.25,2698,96,17.86,0.64,175.14,1.16,5.43,0.04
Quebec,Québec,2020-06-20,25,2020,1.0,47725,678,548.84,5178,62,59.55,7.80,0.71,1677,172,19.29,1.98,96.86,1.11,8.86,0.10
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-20,25,2020,1.0,261,0,49.62,3,0,0.57,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-06-20,25,2020,1.0,164,7,20.2,2,0,0.25,0.86,0.00,28,1,3.45,0.12,1.00,0.12,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-06-20,25,2020,1.0,1061,1,104.05,63,1,6.18,0.10,0.10,3,2,0.29,0.2,0.08,0.01,0.14,0.01
Prince Edward Island,Île-du-Prince-Édouard,2020-06-20,25,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2020-06-20,25,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-06-20,25,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-06-20,25,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-06-20,25,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-06-20,25,2020,,94295,2368,242.22,8351,102,21.45,6.08,0.26,5204,276,13.37,0.71,338.29,0.87,14.57,0.04
British Columbia,Colombie-Britannique,2020-06-27,26,2020,1.0,2878,88,54.1,174,6,3.27,1.65,0.11,169,6,3.18,0.11,12.57,0.24,0.86,0.02
Alberta,Alberta,2020-06-27,26,2020,1.0,7944,283,174.86,154,2,3.39,6.23,0.04,586,3,12.9,0.07,40.43,0.89,0.29,0.01
Saskatchewan,Saskatchewan,2020-06-27,26,2020,1.0,777,51,65.03,13,0,1.09,4.27,0.00,113,0,9.46,0,7.29,0.61,0.00,0.00
Manitoba,Manitoba,2020-06-27,26,2020,1.0,322,9,22.85,7,0,0.5,0.64,0.00,19,0,1.35,0,1.29,0.09,0.00,0.00
Ontario,Ontario,2020-06-27,26,2020,1.0,34788,1250,230.24,2800,35,18.53,8.27,0.23,2476,73,16.39,0.48,178.57,1.18,5.00,0.03
Quebec,Québec,2020-06-27,26,2020,1.0,48230,505,554.64,5234,56,60.19,5.81,0.64,1183,118,13.6,1.36,72.14,0.83,8.00,0.09
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-27,26,2020,1.0,261,0,49.62,3,0,0.57,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-06-27,26,2020,1.0,165,1,20.32,2,0,0.25,0.12,0.00,8,0,0.99,0,0.14,0.02,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-06-27,26,2020,1.0,1061,0,104.05,63,0,6.18,0.00,0.00,1,1,0.1,0.1,0.00,0.00,0.04,0.00
Prince Edward Island,Île-du-Prince-Édouard,2020-06-27,26,2020,1.0,27,0,15.82,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2020-06-27,26,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-06-27,26,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2020-06-27,26,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2020-06-27,26,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2020-06-27,26,2020,,96482,2187,247.84,8450,99,21.71,5.62,0.25,4555,201,11.7,0.52,312.43,0.80,14.14,0.04
British Columbia,Colombie-Britannique,2020-07-04,27,2020,1.0,2947,69,55.4,177,3,3.33,1.30,0.06,157,9,2.95,0.17,9.86,0.19,0.43,0.01
Alberta,Alberta,2020-07-04,27,2020,1.0,8286,342,182.39,156,2,3.43,7.53,0.04,625,4,13.76,0.09,48.86,1.08,0.29,0.01
Saskatchewan,Saskatchewan,2020-07-04,27,2020,1.0,796,19,66.62,14,1,1.17,1.59,0.08,70,1,5.86,0.08,2.71,0.23,0.14,0.01
Manitoba,Manitoba,2020-07-04,27,2020,1.0,325,3,23.06,7,0,0.5,0.21,0.00,12,0,0.85,0,0.43,0.03,0.00,0.00
Ontario,Ontario,2020-07-04,27,2020,1.0,35872,1084,237.41,2818,18,18.65,7.17,0.12,2334,53,15.45,0.35,154.86,1.02,2.57,0.02
Quebec,Québec,2020-07-04,27,2020,1.0,48734,504,560.44,5273,39,60.64,5.80,0.45,1009,95,11.6,1.09,72.00,0.83,5.57,0.06
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-07-04,27,2020,1.0,261,0,49.62,3,0,0.57,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
New Brunswick,Nouveau-Brunswick,2020-07-04,27,2020,1.0,165,0,20.32,2,0,0.25,0.00,0.00,1,0,0.12,0,0.00,0.00,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2020-07-04,27,2020,1.0,1064,3,104.34,63,0,6.18,0.29,0.00,3,0,0.29,0,0.41,0.04,0.00,0.00
Prince Edward Island,Île-du-Prince-Édouard,2020-07-04,27,2020,1.0,30,3,17.58,0,0,0.0,1.76,0.00,3,0,1.76,0,0.41,0.24,0.00,0.00
Yukon,Yukon,2020-07-04,27,2020,1.0,11,0,25.12,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2020-07-04,27,2020,1.0,5,0,10.96,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
